temperatura
14°
10°
13°
12°
16°
11°
13°
11°
17°
13°
18°
16°
16°
16°
11°
10°
13°
12°
13°
15°
10°
14°
13°
13°
11°
14°
11°
8°
14°
15°
12°
13°
13°
16°
15°
10°
10°
10°
14°
12°
11°
12°
11°
9°
6°
12°
10°
10°
11°
6°
10°
8°
7°
10°
10°
9°
6°
1°
6°
3°
5°
11°
10°
11°
14°
14°
9°
8°
8°
13°
9°
8°
16°
10°
11°
14°
12°
13°
11°
10°
15°
6°
29°
15°
14°
16°
13°
17°
16°
13°
17°
13°
14°
10°
13°
15°
14°
14°
6°
6°
9°
6°
9°
9°
13°
9°
9°
14°
15°
15°
9°
13°
8°
13°
14°
12°
14°
13°
13°
10°
13°
16°
17°
16°
18°
15°
19°
18°
18°
16°
18°
18°
18°
15°
17°
14°
19°
14°
19°
18°
18°
17°
19°
15°
16°
17°
18°
18°
17°
15°
19°
18°
19°
18°
19°
17°
20°
18°
19°
14°
14°
19°
22°
20°
21°
20°
20°
21°
23°
22°
21°
19°
22°
21°
21°
22°
19°
20°
20°
22°
22°
21°
17°
16°
17°
21°
20°
15°
19°
15°
20°
20°
20°
16°
22°
23°
22°
21°
20°
21°
20°
14°
19°
20°
23°
22°
23°
21°
23°
21°
22°
25°
28°
23°
21°
21°
20°
18°
23°
20°
18°
21°
18°
21°
22°
21°
21°
20°
18°
19°
17°
15°
18°
19°
19°
20°
20°
21°
20°
20°
21°
20°
19°
20°
21°
21°
19°
17°
20°
18°
18°
19°
19°
20°
21°
20°
18°
18°
19°
20°
20°
17°
18°
18°
20°
19°
19°
19°
20°
17°
17°
18°
19°
21°
19°
19°
20°
18°
18°
18°
17°
17°
18°
18°
16°
18°
19°
18°
17°
18°
19°
19°
17°
21°
21°
18°
18°
18°
19°
20°
18°
19°
20°
18°
19°
19°
17°
17°
19°
19°
20°
17°
17°
20°
18°
20°
18°
20°
18°
19°
20°
18°
18°
18°
17°
16°
19°
20°
18°
13°
14°
8°
13°
13°
17°
12°
15°
13°
14°
18°
21°
17°
20°
13°
18°
16°
16°
16°
11°
10°
13°
12°
13°
15°
10°
14°
13°
13°
11°
14°
11°
8°
14°
15°
12°
13°
13°
16°
15°
10°
10°
10°
14°
12°
11°
12°
11°
9°
6°
12°
10°
10°
11°
6°
10°
8°
7°
10°
10°
9°
6°
1°
6°
3°
5°
11°
10°
11°
14°
14°
9°
8°
8°
13°
9°
8°
16°
10°
11°
14°
12°
13°
11°
10°
15°
6°
29°
15°
14°
16°
13°
17°
16°
13°
17°
13°
14°
10°
13°
15°
14°
14°
6°
6°
9°
6°
9°
9°
13°
9°
9°
14°
15°
16°
19°
17°
16°
13°
15°
16°
18°
18°
14°
12°
12°
15°
17°
15°
14°
16°
17°
13°
15°
14°
11°
13°
12°
18°
17°
13°
17°
11°
12°
10°
16°
11°
16°
18°
18°
19°
18°
18°
19°
20°
19°
17°
15°
21°
21°
20°
20°
20°
20°
19°
19°
20°
12°
15°
14°
19°
19°
19°
18°
20°
19°
21°
20°
19°
14°
20°
22°
17°
18°
17°
20°
23°
20°
22°
19°
21°
17°
21°
20°
24°
21°
21°
22°
19°
22°
18°
22°
21°
21°
21°
17°
23°
24°
23°
21°
22°
21°
22°
22°
17°
18°
19°
20°
21°
23°
22°
24°
22°
22°
17°
18°
18°
22°
22°
24°
20°
19°
19°
21°
20°
18°
18°
17°
18°
18°
18°
18°
19°
18°
17°
20°
19°
21°
20°
20°
17°
20°
18°
17°
17°
17°
20°
20°
18°
18°
15°
19°
20°
18°
18°
19°
17°
20°
20°
19°
19°
19°
20°
22°
20°
20°
19°
16°
20°
18°
19°
19°
18°
18°
18°
18°
18°
19°
19°
20°
19°
21°
20°
19°
18°
18°
19°
18°
20°
18°
18°
18°
18°
19°
19°
19°
18°
18°
18°
19°
17°
19°
18°
17°
13°
20°
18°
17°
19°
20°
18°
16°
19°
19°
19°
16°
18°
18°
19°
18°
19°
18°
17°
17°
17°
18°
18°
18°
18°
16°
19°
17°
18°
19°
18°
18°
16°
15°
19°
16°
17°
17°
16°
19°
17°
16°
14°
18°
16°
16°
15°
15°
16°
15°
14°
17°
15°
22°
13°
13°
10°
11°
9°
11°
14°
15°
12°
10°
10°
5°
10°
11°
9°
8°
10°
11°
13°
15°
11°
7°
11°
12°
9°
13°
13°
8°
12°
8°
9°
10°
12°
7°
6°
9°
11°
9°
22°
8°
10°
11°
8°
11°
13°
10°
10°
5°
7°
10°
11°
9°
10°
7°
14°
10°
10°
11°
11°
7°
7°
11°
8°
8°
12°
10°
10°
16°
18°
12°
10°
12°
13°
12°
7°
12°
22°
15°
9°
12°
14°
14°
10°
12°
10°
15°
11°
15°
6°
8°
9°
12°
12°
11°
16°
13°
9°
11°
7°
12°
7°
16°
12°
16°
14°
8°
13°
13°
12°
12°
16°
17°
11°
19°
18°
20°
18°
17°
14°
12°
17°
16°
17°
17°
14°
15°
12°
12°
14°
13°
17°
20°
17°
11°
11°
13°
17°
15°
13°
16°
11°
17°
16°
16°
16°
14°
14°
13°
12°
19°
20°
18°
17°
16°
14°
18°
19°
14°
20°
18°
21°
20°
18°
17°
19°
22°
17°
22°
15°
18°
19°
20°
19°
20°
15°
12°
20°
19°
20°
21°
23°
19°
22°
22°
23°
34°
23°
23°
22°
20°
23°
16°
22°
20°
20°
17°
21°
19°
26°
22°
21°
17°
23°
24°
23°
21°
22°
21°
22°
22°
17°
18°
19°
20°
21°
23°
22°
24°
22°
22°
17°
18°
18°
22°
22°
24°
20°
19°
19°
21°
20°
18°
18°
17°
18°
18°
18°
18°
19°
18°
17°
20°
19°
21°
20°
20°
17°
20°
18°
17°
17°
17°
20°
20°
18°
18°
15°
19°
20°
18°
18°
19°
17°
20°
20°
19°
19°
19°
20°
22°
20°
20°
19°
16°
20°
18°
19°
19°
18°
18°
18°
18°
18°
19°
19°
20°
19°
21°
20°
19°
18°
18°
19°
18°
20°
18°
18°
18°
18°
19°
19°
19°
18°
18°
18°
19°
17°
19°
18°
17°
13°
20°
18°
17°
19°
20°
18°
16°
19°
19°
19°
16°
18°
18°
19°
18°
19°
18°
17°
17°
17°
18°
18°
18°
18°
16°
19°
17°
18°
19°
18°
18°
16°
15°
19°
16°
17°
17°
16°
19°
17°
16°
14°
18°
16°
16°
15°
15°
16°
15°
14°
17°
15°
22°
13°
13°
10°
11°
9°
11°
14°
15°
12°
10°
10°
5°
10°
11°
9°
8°
10°
11°
13°
15°
11°
7°
11°
12°
9°
13°
13°
8°
12°
8°
9°
10°
12°
7°
6°
9°
11°
9°
22°
8°
10°
11°
8°
11°
13°
10°
10°
5°
7°
10°
11°
9°
10°
7°
14°
10°
10°
11°
